2019.1.01784.S,20mJy_1,184.892522916667,0.370931944444444,12h19m34.21s,0d22m15.4s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,20mJy_10,174.223465,1.27602194444445,11h36m53.63s,1d16m33.7s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,20mJy_11,178.64035,0.845025,11h54m33.68s,0d50m42.1s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,20mJy_12,180.404715833333,-0.072267777777778,12h01m37.13s,-0d04m20.2s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,20mJy_13,181.536319166667,-0.582541944444444,12h06m08.72s,-0d34m57.2s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,20mJy_14,176.716114166667,-0.01252,11h46m51.87s,-0d00m45.1s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,20mJy_15,177.733324166667,-1.56542583333333,11h50m56.00s,-1d33m55.5s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,20mJy_16,183.493827916667,1.18008694444444,12h13m58.52s,1d10m48.3s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,20mJy_17,176.077142916667,0.081640833333333,11h44m18.51s,0d04m53.9s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,20mJy_18,179.205004166667,0.596632777777778,11h56m49.20s,0d35m47.9s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,20mJy_19,184.226535,-1.45863888888889,12h16m54.37s,-1d27m31.1s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,20mJy_2,179.346567916667,1.22018,11h57m23.18s,1d13m12.6s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,20mJy_20,183.612772916667,-2.41262888888889,12h14m27.07s,-2d24m45.5s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,20mJy_3,179.001640833333,-1.83192777777778,11h56m00.39s,-1d49m54.9s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,20mJy_4,183.673225833333,0.402083888888889,12h14m41.57s,0d24m07.5s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,20mJy_5,177.339977916667,-1.05051777777778,11h49m21.59s,-1d03m01.9s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,20mJy_6,183.650927083333,-1.40174083333333,12h14m36.22s,-1d24m06.3s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,20mJy_7,179.884952083333,0.038318888888889,11h59m32.39s,0d02m17.9s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,20mJy_8,181.122489166667,-0.712025833333333,12h04m29.40s,-0d42m43.3s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,20mJy_9,174.773337083333,-1.17507777777778,11h39m05.60s,-1d10m30.3s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,30mJy_1,174.173962916667,-1.29067888888889,11h36m41.75s,-1d17m26.4s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,30mJy_10,181.380235,-0.616980833333333,12h05m31.26s,-0d37m01.1s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,30mJy_11,184.797682916667,-0.510221944444444,12h19m11.44s,-0d30m36.8s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,30mJy_12,184.235410833333,-2.62829777777778,12h16m56.50s,-2d37m41.9s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,30mJy_13,177.64576,-0.906916944444444,11h50m34.98s,-0d54m24.9s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,30mJy_14,178.536835833333,-1.737955,11h54m08.84s,-1d44m16.6s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,30mJy_15,180.314650833333,-1.456385,12h01m15.52s,-1d27m23.0s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,30mJy_16,178.75267,-0.122545,11h55m00.64s,-0d07m21.2s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,30mJy_17,178.273867083333,-0.629161944444444,11h53m05.73s,-0d37m45.0s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,30mJy_18,177.151657083333,1.01965083333333,11h48m36.40s,1d01m10.7s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,30mJy_19,179.87833,-1.08166583333333,11h59m30.80s,-1d04m54.0s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,30mJy_2,180.599044166667,1.05485194444444,12h02m23.77s,1d03m17.5s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,30mJy_20,177.728845833333,-0.735177777777778,11h50m54.92s,-0d44m06.6s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,30mJy_3,183.80824,-1.99786194444445,12h15m13.98s,-1d59m52.3s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,30mJy_4,180.370469166667,-1.17111694444444,12h01m28.91s,-1d10m16.0s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,30mJy_5,184.24982,-0.587581944444444,12h16m59.96s,-0d35m15.3s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,30mJy_6,180.536372083333,-2.5702,12h02m08.73s,-2d34m12.7s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,30mJy_7,177.539335,-0.614383888888889,11h50m09.44s,-0d36m51.8s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,30mJy_8,179.791644166667,-1.34924777777778,11h59m09.99s,-1d20m57.3s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,30mJy_9,175.999579166667,-0.266975833333333,11h43m59.90s,-0d16m01.1s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,40mJy_1,181.751014166667,-1.21755694444445,12h07m00.24s,-1d13m03.2s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,40mJy_10,176.611402083333,-1.76122,11h46m26.74s,-1d45m40.4s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,40mJy_11,176.16829,0.447322777777778,11h44m40.39s,0d26m50.4s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,40mJy_12,185.081445,-0.653245833333333,12h20m19.55s,-0d39m11.7s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,40mJy_13,185.348369166667,0.47665,12h21m23.61s,0d28m35.9s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,40mJy_14,176.455477083333,0.344223888888889,11h45m49.31s,0d20m39.2s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,40mJy_15,174.413057916667,-2.745835,11h37m39.13s,-2d44m45.0s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,40mJy_16,185.547317083333,-1.69831888888889,12h22m11.36s,-1d41m53.9s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,40mJy_17,185.771814166667,-1.22003083333333,12h23m05.24s,-1d13m12.1s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,40mJy_18,179.522517916667,-1.92996777777778,11h58m05.40s,-1d55m47.9s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,40mJy_19,181.472359166667,-1.85500083333333,12h05m53.37s,-1d51m18.0s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,40mJy_2,174.13275,0.67273,11h36m31.86s,0d40m21.8s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,40mJy_20,183.490255833333,0.153042777777778,12h13m57.66s,0d09m11.0s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,40mJy_3,186.191585833333,-1.87770194444444,12h24m45.98s,-1d52m39.7s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,40mJy_4,180.198297083333,-0.671885833333333,12h00m47.59s,-0d40m18.8s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,40mJy_5,183.606577916667,-0.721223888888889,12h14m25.58s,-0d43m16.4s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,40mJy_6,182.025424166667,0.75285,12h08m06.10s,0d45m10.3s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,40mJy_7,184.34754,-2.09977888888889,12h17m23.41s,-2d05m59.2s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,40mJy_8,173.534607916667,0.463560833333333,11h34m08.31s,0d27m48.8s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,40mJy_9,180.32895,-2.39166388888889,12h01m18.95s,-2d23m30.0s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,50mJy_1,174.884879166667,-1.91633388888889,11h39m32.37s,-1d54m58.8s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,50mJy_10,181.633752083333,-0.553441944444444,12h06m32.10s,-0d33m12.4s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,50mJy_11,177.357084166667,-2.12316083333333,11h49m25.70s,-2d07m23.4s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,50mJy_12,179.921705833333,0.044765833333333,11h59m41.21s,0d02m41.2s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
2019.1.01784.S,50mJy_13,174.567282916667,-1.52236694444445,11h38m16.15s,-1d31m20.5s,0,0,0,topo,RADIO,,0,0,0,0,,ALMA_RB_07,0.12,1,0,0,0,DOUBLE,350.5,7500,0.1,1,,,,,350.4999999999,348.5000000001,338.4999999999,336.5000000001,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,
